path,text,utterance_id
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s93.wav,ojalá que todo salga bien,s93
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s152.wav,podemos quedarnos en una pensión,s152
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s122.wav,somos realistas,s122
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s43.wav,cené en un restaurante chino,s43
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s22.wav,ella es abogada,s22
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s99.wav,esta tarea es para mañana,s99
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s90.wav,se vende pan allí,s90
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s199.wav,cómo se llama usted,s199
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s2.wav,dónde vives tu,s2
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s6.wav,qué le vaya bien,s6
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s193.wav,cuánto tiempo hace que llegaste,s193
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s198.wav,cuál es su nombre,s198
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s35.wav,hoy es lunes,s35
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s182.wav,es usted contador titulado,s182
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s81.wav,me quito los zapatos antes de acostarme,s81
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s134.wav,no entiendo,s134
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s123.wav,ella es aburrida,s123
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s159.wav,tengo frío apaga el ventilador,s159
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s17.wav,no no me gusta,s17
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s97.wav,maite pasó por barcelona anteayer,s97
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s120.wav,soy muy optimista,s120
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s29.wav,queda lejos de aquí,s29
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s200.wav,cuál es su numero de teléfono,s200
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s174.wav,las luces direccionales no funcionan,s174
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s50.wav,llegaste tarde,s50
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s190.wav,le he mandado tres cartas de recomendación,s190
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s95.wav,ella quiere hacerse actriz,s95
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s202.wav,hazme reír,s202
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s32.wav,son las dos y media,s32
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s44.wav,viví en españa por mucho tiempo,s44
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s187.wav,no sé nada de computadoras,s187
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s197.wav,en tu lugar yo iría a buenos aires,s197
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s18.wav,sí me gusta,s18
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s144.wav,quisiera comprar un boleto de ida y vuelta,s144
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s143.wav,cuánto cuesta,s143
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s172.wav,a luisa se le escapó el perro,s172
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s12.wav,hasta luego,s12
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s21.wav,somos profesoras,s21
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s129.wav,gracias,s129
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s150.wav,señor garcía preséntese a la puerta numero once,s150
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s28.wav,dónde queda,s28
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s178.wav,qué quiere ser usted en el futuro,s178
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s104.wav,lo siento no tengo dinero,s104
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s4.wav,soy de méxico,s4
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s114.wav,durante las vacaciones tomamos mucho sol,s114
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s133.wav,creo que sí,s133
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s168.wav,hace falta una pila más,s168
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s69.wav,dámelo,s69
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s163.wav,si yo tuviera dinero compraría una casa,s163
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s156.wav,el botones les subirá el equipaje en seguida,s156
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s136.wav,estoy bien gracias,s136
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s47.wav,adónde fuiste,s47
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s196.wav,sabes a qué hora empieza la cena,s196
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s45.wav,le escribí una carta la semana pasada,s45
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s161.wav,busco un apartamento amueblado,s161
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s87.wav,insisto en que vengas a visitarme,s87
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s192.wav,cuánto hace que usted espera aquí,s192
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s19.wav,él es médico,s19
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s194.wav,él fue presidente del club por cinco años,s194
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s115.wav,eran las ocho de la noche,s115
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s98.wav,siga derecho para tomar el autobús,s98
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s72.wav,me voy a afeitar,s72
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s185.wav,de dónde te graduaste,s185
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s3.wav,eres de los estados unidos verdad,s3
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s53.wav,dime la verdad,s53
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s24.wav,tengo que trabajar esta noche,s24
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s186.wav,me llevo bien con todo el mundo,s186
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s80.wav,carlos nunca hace la tarea,s80
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s153.wav,no se aceptan tarjetas de crédito,s153
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s116.wav,no he vuelto a verla nunca,s116
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s124.wav,ella esta aburrida,s124
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s20.wav,soy bombero,s20
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s173.wav,se me olvidó completamente,s173
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s107.wav,él no quiso contarme la historia,s107
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s91.wav,se habla español en tejas,s91
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s126.wav,es mejor que usted guarde cama,s126
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s181.wav,has trabajado en una oficina,s181
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s63.wav,mi hermano menor tiene dieciocho años,s63
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s154.wav,se puede pagar con cheques de viajero,s154
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s59.wav,sabes hablar español,s59
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s131.wav,sí cómo no,s131
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s33.wav,es la una,s33
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s82.wav,se duchan por la mañana,s82
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s9.wav,dónde está el aeropuerto,s9
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s170.wav,se venden llantas aquí,s170
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s75.wav,póngase un abrigo,s75
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s88.wav,no se preocupe,s88
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s175.wav,el carro ha sido reparado por el mecánico,s175
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s165.wav,es importante que ahorremos dinero,s165
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s66.wav,tengo dolor de cabeza,s66
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s155.wav,estamos en la habitación cuatrocientos diez,s155
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s149.wav,hay que facturar las maletas,s149
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s7.wav,buena suerte,s7
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s108.wav,tenía tres cartas cuando llegué a casa,s108
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s167.wav,cómprame otro rollo de película,s167
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s56.wav,está lloviendo,s56
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s30.wav,adónde quiere ir,s30
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s111.wav,no vamos al juego sino a la playa,s111
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s125.wav,me duele la rodilla,s125
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s188.wav,sé hablar francés y español,s188
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s139.wav,adónde vas,s139
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s184.wav,te gustaría trabajar en un banco,s184
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s34.wav,qué hora es,s34
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s106.wav,no pude asistir a la clase ayer,s106
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s49.wav,ayer fui al centro,s49
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s41.wav,qué hizo usted,s41
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s103.wav,vivimos al lado de la estación de tren,s103
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s83.wav,estás muy ocupado,s83
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s37.wav,voy a comprar un coche nuevo,s37
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s164.wav,hubo un accidente grave en la carretera,s164
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s195.wav,yo jugaba mucho cuando era niño,s195
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s177.wav,está lloviendo y las ventanas están abiertas,s177
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s113.wav,generalmente no bebemos cerveza,s113
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s27.wav,me gustaría un vaso de agua,s27
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s130.wav,de nada,s130
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s135.wav,necesito algo de comer,s135
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s203.wav,busca alrededor de la mesa,s203
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s100.wav,busqué un regalo para mi mamá,s100
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s25.wav,quisiera unos tacos de pollo,s25
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s51.wav,llegué temprano,s51
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s189.wav,necesito una solicitud de trabajo,s189
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s52.wav,ella condujo el carro anoche,s52
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s23.wav,ellas son cajeras,s23
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s119.wav,no te pido nada,s119
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s127.wav,qué opinas,s127
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s146.wav,quiere cancelar su reservación,s146
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s89.wav,no te quejes tanto,s89
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s38.wav,colon llegó a las américas en mil cuatrocientos noventa y dos,s38
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s46.wav,te lo dije,s46
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s70.wav,alquilamos un apartamento en la playa,s70
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s48.wav,fuimos al parque,s48
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s138.wav,ayúdenme,s138
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s158.wav,vivo en el quinto piso,s158
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s64.wav,todos los veranos íbamos a la playa,s64
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s179.wav,te interesan las computadoras,s179
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s65.wav,cómo te sientes,s65
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s160.wav,quién es el dueño de este edificio,s160
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s77.wav,qué estás haciendo,s77
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s121.wav,ellos son inteligentes,s121
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s84.wav,yo soñé con tener un buen trabajo,s84
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s166.wav,te recomiendo que no estudies mucho más,s166
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s92.wav,se lo agradezco mucho,s92
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s58.wav,va a nevar este fin de semana,s58
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s31.wav,qué quieren hacer ustedes,s31
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s71.wav,voy a bañarme,s71
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s62.wav,es muy simpática,s62
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s85.wav,fernando dejó de fumar el año pasado,s85
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s101.wav,javier trabajó allí por seis meses,s101
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s96.wav,vamos a málaga por la mañana,s96
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s36.wav,mañana es martes,s36
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s39.wav,no es que no puedo,s39
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s132.wav,por supuesto,s132
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s169.wav,llegamos tarde porque tuvimos un pinchazo,s169
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s171.wav,los platos se me rompieron,s171
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s55.wav,hace sol,s55
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s60.wav,no lo sé,s60
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s112.wav,quiere tomar algo,s112
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s73.wav,quiero ducharme ahorita,s73
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s109.wav,maría no me conoce tampoco,s109
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s42.wav,qué hiciste ayer,s42
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s145.wav,es necesario confirmar el vuelo,s145
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s118.wav,el camarero ya nos dio la cuenta,s118
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s10.wav,dónde está la estación de tren,s10
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s5.wav,de dónde es usted,s5
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s140.wav,habla usted inglés,s140
/home/sashreekkumar/Documents/environment/humanai/dataset/nonnative-f-mic2-152-42-66-3.3-djg6693/s102.wav,hay una panadería enfrente del museo,s102
